ts_code,trade_date,open,high,low,close,vol,amount
600519.SH,20260525,1287.0,1304.79,1277.0,1285.88,46352.76,5978725.158
600519.SH,20260526,1285.35,1289.89,1270.01,1273.38,45931.62,5867830.633
600519.SH,20260527,1268.02,1319.0,1250.1,1303.0,82727.91,10586574.902
600519.SH,20260528,1290.0,1304.0,1271.0,1275.98,45889.98,5895475.019
600519.SH,20260529,1270.6,1329.0,1270.0,1326.0,76478.05,10037388.211
600519.SH,20260601,1327.0,1327.0,1301.31,1309.6,43844.6,5741133.268
600519.SH,20260602,1306.0,1326.36,1301.0,1307.22,36361.85,4769963.104
600519.SH,20260603,1304.0,1304.0,1276.0,1281.91,52476.52,6743202.681
600519.SH,20260604,1278.99,1288.99,1266.69,1268.0,33506.17,4273269.325
600519.SH,20260605,1278.0,1283.0,1267.74,1272.86,31303.97,3984001.862
600519.SH,20260608,1272.0,1278.0,1260.0,1262.98,30828.36,3898027.116
600519.SH,20260609,1262.99,1263.0,1252.55,1256.0,27860.12,3500590.715
600519.SH,20260610,1252.08,1282.0,1250.21,1275.88,39244.14,4991686.419
600519.SH,20260611,1272.12,1282.88,1266.91,1279.0,25351.98,3230008.22
600519.SH,20260612,1271.18,1295.0,1265.01,1291.91,50494.78,6477910.214
600519.SH,20260615,1292.7,1292.7,1270.1,1271.1,41585.56,5303656.129
600519.SH,20260616,1267.01,1267.88,1255.0,1255.67,34969.74,4399957.625
600519.SH,20260617,1258.0,1259.77,1238.56,1240.0,44803.3,5581256.291
600519.SH,20260618,1235.0,1238.87,1211.22,1215.0,57471.73,7016713.941
600519.SH,20260622,1214.31,1252.8,1205.0,1241.41,58251.31,7163236.298
600519.SH,20260623,1239.0,1264.0,1217.0,1222.45,58004.05,7179745.911
600519.SH,20260624,1222.65,1241.87,1207.51,1207.68,45335.28,5516574.46
600519.SH,20260625,1207.0,1227.0,1200.0,1212.1,48446.49,5860481.755
600519.SH,20260626,1199.0,1199.0,1168.1,1168.63,50066.47,5922014.054
600519.SH,20260629,1169.0,1215.0,1151.01,1194.96,66878.12,7949237.761
600519.SH,20260630,1187.0,1195.67,1176.0,1185.49,39607.79,4684236.159
600519.SH,20260701,1180.1,1196.8,1166.33,1193.01,42473.81,5033838.236
600519.SH,20260702,1193.01,1215.52,1190.51,1203.0,50870.15,6122360.932
600519.SH,20260703,1205.24,1210.14,1185.0,1194.45,34267.55,4099266.243
600519.SH,20260706,1186.0,1215.0,1180.0,1206.91,40970.01,4913750.668
600519.SH,20260707,1200.0,1202.0,1188.11,1188.8,27365.0,3264967.794
600519.SH,20260708,1188.77,1200.98,1177.0,1199.3,25776.02,3071933.498
600519.SH,20260709,1191.0,1191.99,1178.0,1182.19,34096.34,4035216.946
600519.SH,20260710,1182.2,1204.98,1170.28,1204.98,52212.55,6223343.642
600519.SH,20260713,1197.12,1215.0,1190.19,1210.99,41982.57,5056689.558
600519.SH,20260714,1208.99,1226.87,1205.0,1214.88,43527.26,5294785.036
600519.SH,20260715,1203.66,1256.6,1198.66,1251.06,71943.71,8922861.367
600519.SH,20260716,1252.0,1267.97,1245.05,1258.99,47611.14,5987570.858
600519.SH,20260717,1269.01,1269.33,1238.98,1253.0,58417.3,7322732.709
600519.SH,20260720,1270.0,1329.0,1266.0,1327.5,106151.15,13898351.084
600519.SH,20260721,1338.98,1344.7,1296.87,1308.0,77147.7,10174304.108
600519.SH,20260722,1300.0,1308.0,1283.24,1305.0,65181.4,8431141.766
600519.SH,20260723,1299.8,1303.0,1285.43,1292.01,33917.69,4392505.599
600519.SH,20260724,1305.0,1309.21,1286.2,1297.41,35698.92,4622242.878
